Date,BRK_Close,SP500_Close,DJIA_Close,Pe-ratio,Price-book,Cash_Equivalents_to_Assets_Ratio,SP500_PE,BRK_Close_3M,BRK_Close_6M,BRK_Close_9M,BRK_Close_12M,BRK_Close_18M,SP500_Return,SP500_Performance_Gap,SP500_Performance_Lag2_Gap,SP500_Performance_Lag4_Gap,SP500_Performance_Lag6_Gap,SP500_Performance_Lag8_Gap,SP500_Performance_Lag10_Gap,BRK_Close_lag1,Pct_Change_3M,Pct_Change_6M,Pct_Change_9M,Pct_Change_12M,Pct_Change_18M,BRK_Close_lag1_pct,BRK_Close_lag2_pct
2015-03-31,144.97454487193716,17931.745028409092,2079.9904396750712,17.49,0.72,0.12,20.96,140.49409068714488,130.5709511893136,133.397272976962,140.03727236661044,146.720951625279,0.04875494682256054,-0.021245053177439466,-0.02159009791624905,-0.0019713458290426256,-0.01093718845238828,0.004506082851920168,-0.044078960155935654,150.08318120783025,-3.0905109505603727,-9.935257044846683,-7.985727360069939,-3.4056133852243113,1.204629926505058,-3.4038699704924458,8.38119523968911
2015-04-30,142.52142842610678,17970.513206845237,2094.862839471726,17.49,0.72,0.12,21.42,141.1613637750799,133.99499997225675,127.63158015200966,144.10095142182848,144.09142848423548,0.07595811322588686,0.005958113225886852,-0.0515623460447176,0.0026136255765568106,-0.028204810649996748,0.0268012864237393,-0.04314879336935412,148.082999420166,-0.9542878330973427,-5.982558937283411,-10.447445298948201,1.1082705338872183,1.1015887754329503,-3.7557120100457984,7.230845701134333
2015-05-31,145.10149917602538,18124.7130859375,2111.9435180664063,17.49,0.72,0.12,21.42,139.06857263474237,135.31750106811523,129.08650016784668,142.96285720098587,153.65380932035902,0.026955425841100444,-0.04304457415889956,-0.004707191457728299,-0.026119062456371134,-0.023952070855515595,0.10646312111693118,-0.05621574240972532,148.6394709536904,-4.157728607589616,-6.742864934869486,-11.037100994215509,-1.4738937827548508,5.894019147216847,-2.380237062850745,2.274248939446884
2015-06-30,140.49409068714488,17927.21892755682,2099.2836581143465,18.67,0.68,0.12,22.12,130.5709511893136,133.397272976962,140.03727236661044,141.85999991677025,164.1309516543434,0.00974293588282027,-0.06025706411717974,-0.01594520216648071,-0.023529419004555352,0.0004999704502102742,0.07391010496265232,-0.022230000698421237,144.97454487193716,-7.063029803814541,-5.051328262614415,-0.325151270277759,0.9722182783238961,16.824096196211954,-3.0905109505603727,-3.4038699704924458
2015-07-31,141.1613637750799,17795.0166015625,2094.1436268199573,18.67,0.68,0.12,22.4,133.99499997225675,127.63158015200966,144.10095142182848,144.52299957275392,162.27200088500976,0.01440873596003045,-0.05559126403996956,-0.03738979549233118,-0.024164336850957813,-0.014541397410685553,0.06035903508979629,-0.007472868095467156,142.52142842610678,-5.076717602588279,-9.584622350792802,2.082430750267037,2.3814135169665045,14.954968233068774,-0.9542878330973427,-3.7557120100457984
2015-08-31,139.06857263474237,17061.593238467263,2039.8662051246279,18.67,0.68,0.12,22.15,135.31750106811523,129.08650016784668,142.96285720098587,147.3230438232422,166.58736781070107,-0.04925040270948744,-0.11925040270948745,-0.0002386262154305263,-0.01882263964050218,-0.019780977732439975,0.017920721245889892,-0.0066426206565849966,145.10149917602538,-2.6972819923011366,-7.177806083559347,2.8002621242627335,5.935540310879464,19.787932423981683,-4.157728607589616,-2.380237062850745
2015-09-30,130.5709511893136,16339.949869791666,1944.4023844401042,14.11,0.65,0.12,21.45,133.397272976962,140.03727236661044,141.85999991677025,146.720951625279,172.2752168074898,-0.08876967389930879,-0.1587696738993088,-0.021245053177439466,-0.02159009791624905,-0.0019713458290426256,-0.01093718845238828,0.004506082851920168,140.49409068714488,2.1645869635662978,7.249944257181448,8.645911379697893,12.36875452683934,31.939926329945767,-7.063029803814541,-3.0905109505603727
2015-10-31,133.99499997225675,17182.28204900568,2024.8127163973722,14.11,0.65,0.12,21.45,127.63158015200966,144.10095142182848,144.52299957275392,144.09142848423548,165.48157942922492,-0.04386247341780469,-0.1138624734178047,0.005958113225886852,-0.0515623460447176,0.0026136255765568106,-0.028204810649996748,0.0268012864237393,141.1613637750799,-4.748997963778212,7.542036233937191,7.8570092933892735,7.534929298906051,23.498324163951917,-5.076717602588279,-0.9542878330973427
2015-11-30,135.31750106811523,17724.513671875,2080.61650390625,14.11,0.65,0.12,23.67,129.08650016784668,142.96285720098587,147.3230438232422,153.65380932035902,164.5613646073775,-0.022080317198124533,-0.09208031719812454,-0.04304457415889956,-0.004707191457728299,-0.026119062456371134,-0.023952070855515595,0.10646312111693118,139.06857263474237,-4.60472655132172,5.649938901119791,8.87212863108053,13.550581489835356,21.61129440643578,-2.6972819923011366,-4.157728607589616
2015-12-31,133.397272976962,17542.854936079544,2054.0795621004972,13.51,0.64,0.16,23.74,140.03727236661044,141.85999991677025,146.720951625279,164.1309516543434,168.82500110973012,-0.021440246422519627,-0.09144024642251963,-0.06025706411717974,-0.01594520216648071,-0.023529419004555352,0.0004999704502102742,0.07391010496265232,130.5709511893136,4.977612541446166,6.344002955195179,9.987969282264144,23.03921061616392,26.558060252765863,2.1645869635662978,-7.063029803814541
2016-01-31,127.63158015200966,16305.252107319078,1918.5978875411183,13.51,0.64,0.16,23.74,144.10095142182848,144.52299957275392,144.09142848423548,162.27200088500976,171.36250076293945,-0.08371807273911802,-0.15371807273911803,-0.05559126403996956,-0.03738979549233118,-0.024164336850957813,-0.014541397410685553,0.06035903508979629,133.99499997225675,12.90383716177747,13.234514060412412,12.896375891156467,27.140947947007497,34.26340139238746,-4.748997963778212,-5.076717602588279
2016-02-29,129.08650016784668,16299.8984375,1904.4184936523438,13.51,0.64,0.16,22.02,142.96285720098587,147.3230438232422,153.65380932035902,166.58736781070107,178.30130270253056,-0.044643826067189196,-0.1146438260671892,-0.11925040270948745,-0.0002386262154305263,-0.01882263964050218,-0.019780977732439975,0.017920721245889892,135.31750106811523,10.749657799302206,14.127382516129236,19.031664132630695,29.050960088075296,38.125444930873165,-4.60472655132172,-2.6972819923011366
2016-03-31,140.03727236661044,17302.14275568182,2021.9540904651988,14.27,0.68,0.13,23.39,141.85999991677025,146.720951625279,164.1309516543434,172.2752168074898,180.26850128173828,0.05888591418930855,-0.011114085810691454,-0.1587696738993088,-0.021245053177439466,-0.02159009791624905,-0.0019713458290426256,-0.01093718845238828,133.397272976962,1.301601723138397,4.772785948851563,17.20519036150385,23.020974270679936,28.72894354140556,4.977612541446166,2.1645869635662978
2016-04-30,144.10095142182848,17844.365885416668,2075.5352318173364,14.27,0.68,0.13,23.39,144.52299957275392,144.09142848423548,162.27200088500976,165.48157942922492,187.60954631458628,0.03853293960154147,-0.031467060398458535,-0.1138624734178047,0.005958113225886852,-0.0515623460447176,0.0026136255765568106,-0.028204810649996748,127.63158015200966,0.29288366715218095,-0.0066085181943927535,12.609944128674725,14.837256656834045,30.193135065010466,12.90383716177747,-4.748997963778212
2016-05-31,142.96285720098587,17692.32003348214,2065.5504789806546,14.27,0.68,0.13,23.81,147.3230438232422,153.65380932035902,166.58736781070107,164.5613646073775,185.0038088843936,-0.0018163340889822965,-0.0718163340889823,-0.09208031719812454,-0.04304457415889956,-0.004707191457728299,-0.026119062456371134,-0.023952070855515595,129.08650016784668,3.0498737277798713,7.478132662348208,16.52492897263688,15.107775424512635,29.406905056677772,10.749657799302206,-4.60472655132172
2016-06-30,141.85999991677025,17754.867808948864,2083.891368519176,14.0,0.69,0.14,23.97,146.720951625279,164.1309516543434,172.2752168074898,168.82500110973012,197.49400024414064,0.012085425869496458,-0.05791457413050355,-0.09144024642251963,-0.06025706411717974,-0.01594520216648071,-0.023529419004555352,0.0004999704502102742,140.03727236661044,3.426583752545257,15.699246969293378,21.44030516605405,19.00817792808426,39.21753867193786,1.301601723138397,4.977612541446166
2016-07-31,144.52299957275392,18341.182421875,2148.9019775390625,14.0,0.69,0.14,23.97,144.09142848423548,162.27200088500976,165.48157942922492,171.36250076293945,209.61476353236608,0.12486346737576892,0.054863467375768915,-0.15371807273911803,-0.05559126403996956,-0.03738979549233118,-0.024164336850957813,-0.014541397410685553,144.10095142182848,-0.2986175832180834,12.281091151392044,14.501899295219308,18.57109336889616,45.03903472252837,0.29288366715218095,12.90383716177747
2016-08-31,147.3230438232422,18495.1875,2177.482167119565,14.0,0.69,0.14,24.57,153.65380932035902,166.58736781070107,164.5613646073775,178.30130270253056,202.7563147293894,0.13468114975793077,0.06468114975793077,-0.1146438260671892,-0.11925040270948745,-0.0002386262154305263,-0.01882263964050218,-0.019780977732439975,142.96285720098587,4.297199767819395,13.076246246019846,11.701034907219135,21.027436085597046,37.627019824988075,3.0498737277798713,10.749657799302206
2016-09-30,146.720951625279,18267.402994791668,2157.690964471726,15.3,0.68,0.15,24.22,164.1309516543434,172.2752168074898,168.82500110973012,180.26850128173828,203.39095415387834,0.055788479654802714,-0.014211520345197293,-0.011114085810691454,-0.1587696738993088,-0.021245053177439466,-0.02159009791624905,-0.0019713458290426256,141.85999991677025,11.866062642184195,17.416916193043537,15.0653667656847,22.8648664589763,38.62434226390028,3.426583752545257,1.301601723138397
2016-10-31,144.09142848423548,18184.546409970237,2143.0209379650296,15.3,0.68,0.15,23.57,162.27200088500976,165.48157942922492,171.36250076293945,187.60954631458628,197.68619210379464,0.01906374968648117,-0.05093625031351884,-0.031467060398458535,-0.1138624734178047,0.005958113225886852,-0.0515623460447176,0.0026136255765568106,144.52299957275392,12.617386469149587,14.844846199390451,18.92622799675249,30.201739470652804,37.19497001545985,-0.2986175832180834,0.29288366715218095
2016-11-30,153.65380932035902,18697.326636904763,2164.9856887090773,15.3,0.68,0.15,23.35,166.58736781070107,164.5613646073775,178.30130270253056,185.0038088843936,196.0786361694336,0.056804681439216465,-0.013195318560783542,-0.0718163340889823,-0.09208031719812454,-0.04304457415889956,-0.004707191457728299,-0.026119062456371134,147.3230438232422,8.417336704862523,7.098786118785302,16.04092569601252,20.40300836191553,27.610657384107768,4.297199767819395,3.0498737277798713
2016-12-31,164.1309516543434,19712.423735119046,2246.6290457589284,15.3,0.68,0.15,23.35,172.2752168074898,168.82500110973012,180.26850128173828,197.49400024414064,190.9442865280878,0.11025460438424273,0.04025460438424272,-0.05791457413050355,-0.09144024642251963,-0.06025706411717974,-0.01594520216648071,-0.023529419004555352,146.720951625279,4.962053208768378,2.8599416551683134,9.832118479018057,20.32709141908784,16.33654993374605,11.866062642184195,3.426583752545257
2017-01-31,162.27200088500976,19908.1525390625,2275.1159790039064,16.68,0.74,0.11,23.59,165.48157942922492,171.36250076293945,187.60954631458628,209.61476353236608,193.461430140904,0.0854345200404647,0.015434520040464694,0.054863467375768915,-0.15371807273911803,-0.05559126403996956,-0.03738979549233118,-0.024164336850957813,144.09142848423548,1.9779003936049047,5.602013796804943,15.614243548726177,29.174942312386136,19.220462609563747,12.617386469149587,-0.2986175832180834
2017-02-28,166.58736781070107,20424.14412006579,2329.9105417351975,16.68,0.74,0.11,23.68,164.5613646073775,178.30130270253056,185.0038088843936,202.7563147293894,206.84000164529553,0.10429505621750468,0.03429505621750467,0.06468114975793077,-0.1146438260671892,-0.11925040270948745,-0.0002386262154305263,-0.01882263964050218,153.65380932035902,-1.2161805723623569,7.031706572817958,11.055124596613936,21.711698428291605,24.163076926898146,8.417336704862523,4.297199767819395
2017-03-31,172.2752168074898,20823.057999320652,2366.822170091712,18.22,0.74,0.12,23.6,168.82500110973012,180.26850128173828,197.49400024414064,203.39095415387834,216.11210471705385,0.13990248122612958,0.06990248122612958,-0.014211520345197293,-0.011114085810691454,-0.1587696738993088,-0.021245053177439466,-0.02159009791624905,164.1309516543434,-2.002734787798965,4.63983422710222,14.638660106770748,18.0616445725673,25.44584689656777,4.962053208768378,11.866062642184195
2017-04-30,165.48157942922492,20684.693667763157,2359.309454666941,18.22,0.74,0.12,23.6,171.36250076293945,187.60954631458628,209.61476353236608,197.68619210379464,209.51565220045006,0.13748746883354412,0.06748746883354412,-0.05093625031351884,-0.031467060398458535,-0.1138624734178047,0.005958113225886852,-0.0515623460447176,162.27200088500976,3.5538223372044535,13.37186106253313,26.669544885517936,19.461146543107148,26.60965221815407,1.9779003936049047,12.617386469149587
2017-05-31,164.5613646073775,20936.811257102272,2395.345880681818,18.22,0.74,0.12,23.31,178.30130270253056,185.0038088843936,202.7563147293894,196.0786361694336,215.18143063499815,0.11977565903872134,0.04977565903872133,-0.013195318560783542,-0.0718163340889823,-0.09208031719812454,-0.04304457415889956,-0.004707191457728299,166.58736781070107,8.349431306634344,12.422383787220761,23.210156413773184,19.15229108439414,30.760601766030376,-1.2161805723623569,8.417336704862523
2017-06-30,168.82500110973012,21317.795365767044,2433.98545143821,19.14,0.73,0.13,23.4,180.26850128173828,197.49400024414064,203.39095415387834,190.9442865280878,201.11631533974096,0.08143958613206537,0.01143958613206536,0.04025460438424272,-0.05791457413050355,-0.09144024642251963,-0.06025706411717974,-0.01594520216648071,172.2752168074898,6.778320803664794,16.981489083940062,20.474427849511223,13.101901538849054,19.127092561973484,-2.002734787798965,4.962053208768378
2017-07-31,171.36250076293945,21581.2509765625,2454.102502441406,19.14,0.73,0.13,23.36,187.60954631458628,209.61476353236608,197.68619210379464,193.461430140904,199.36428542364212,0.0840408688961547,0.01404086889615469,0.015434520040464694,0.054863467375768915,-0.15371807273911803,-0.05559126403996956,-0.03738979549233118,165.48157942922492,9.481097369209602,22.322423283460537,15.36140708944895,12.896012417871939,16.340672280127354,3.5538223372044535,1.9779003936049047
2017-08-31,178.30130270253056,21914.076936141304,2456.2230702275815,19.14,0.73,0.13,23.16,185.0038088843936,202.7563147293894,196.0786361694336,206.84000164529553,204.42894704718339,0.07294958394911255,0.002949583949112544,0.03429505621750467,0.06468114975793077,-0.1146438260671892,-0.11925040270948745,-0.0002386262154305263,164.5613646073775,3.759089855358593,13.715554320799564,9.970388997416295,16.005883585930707,14.653647476845947,8.349431306634344,-1.2161805723623569
2017-09-30,180.26850128173828,22173.41396484375,2492.8410400390626,19.14,0.73,0.13,23.16,197.49400024414064,203.39095415387834,190.9442865280878,216.11210471705385,202.01523771740142,0.0648490709465992,-0.00515092905340081,0.06990248122612958,-0.014211520345197293,-0.011114085810691454,-0.1587696738993088,-0.021245053177439466,168.82500110973012,9.555468004629907,12.826673937895789,5.922157875859034,19.88345339338916,12.063525397415695,6.778320803664794,-2.002734787798965
2017-10-31,187.60954631458628,23036.237393465908,2556.9972700639205,24.18,0.79,0.14,23.67,209.61476353236608,197.68619210379464,193.461430140904,209.51565220045006,208.90143040248327,0.11368520914417046,0.043685209144170456,0.06748746883354412,-0.05093625031351884,-0.031467060398458535,-0.1138624734178047,0.005958113225886852,171.36250076293945,11.729263062595518,5.37107305419933,3.1191823344134164,11.676434550473951,11.34904087033741,9.481097369209602,3.5538223372044535
2017-11-30,185.0038088843936,23557.92940848214,2593.605736142113,24.18,0.79,0.14,23.81,202.7563147293894,196.0786361694336,206.84000164529553,215.18143063499815,205.78818234530362,0.12519185081208217,0.055191850812082166,0.04977565903872133,-0.013195318560783542,-0.0718163340889823,-0.09208031719812454,-0.04304457415889956,178.30130270253056,9.595751542655588,5.986269878346395,11.803104429351,16.31189213485985,11.234565161789666,3.759089855358593,8.349431306634344
2017-12-31,197.49400024414064,24545.3841796875,2664.34052734375,24.18,0.79,0.14,23.81,203.39095415387834,190.9442865280878,216.11210471705385,201.11631533974096,206.08250122070314,0.15140349921471907,0.08140349921471907,0.01143958613206536,0.04025460438424272,-0.05791457413050355,-0.09144024642251963,-0.06025706411717974,180.26850128173828,2.9858901548644177,-3.316411489947108,9.4271747242436,1.8341393111296793,4.348740197649274,9.555468004629907,6.778320803664794
2018-01-31,209.61476353236608,25804.017764136905,2789.8038155691966,10.88,0.76,0.15,24.97,197.68619210379464,193.461430140904,209.51565220045006,199.36428542364212,210.79499886252663,0.19566830450006734,0.12566830450006733,0.01404086889615469,0.015434520040464694,0.054863467375768915,-0.15371807273911803,-0.05559126403996956,187.60954631458628,-5.690711487852612,-7.706200230962203,-0.04728261036857601,-4.890150834791376,0.56304971571256,11.729263062595518,9.481097369209602
2018-02-28,202.7563147293894,24981.545230263157,2705.1552477384867,10.88,0.76,0.15,23.82,196.0786361694336,206.84000164529553,215.18143063499815,204.42894704718339,199.65227300470525,0.13997707058620845,0.06997707058620845,0.002949583949112544,0.03429505621750467,0.06468114975793077,-0.1146438260671892,-0.11925040270948745,185.0038088843936,-3.293450351407419,2.0140861809194246,6.128103049314171,0.8249470898237511,-1.5309223433198564,9.595751542655588,3.759089855358593
2018-03-31,203.39095415387834,24582.170386904763,2702.7738211495534,10.88,0.76,0.15,23.82,190.9442865280878,216.11210471705385,201.11631533974096,202.01523771740142,207.8219985961914,0.10863263662871803,0.03863263662871802,-0.00515092905340081,0.06990248122612958,-0.014211520345197293,-0.011114085810691454,-0.1587696738993088,197.49400024414064,-6.119577774522779,6.254531139841718,-1.1183579051487536,-0.6763901778228067,2.178584815016255,2.9858901548644177,9.555468004629907
2018-04-30,197.68619210379464,24304.212890625,2653.6252092633927,12.38,0.76,0.14,22.53,193.461430140904,209.51565220045006,199.36428542364212,208.90143040248327,208.98347871199897,0.05504264761218103,-0.014957352387818978,0.043685209144170456,0.06748746883354412,-0.05093625031351884,-0.031467060398458535,-0.1138624734178047,209.61476353236608,-2.1371052362991665,5.983958702813394,0.8488672385203304,5.6732532400644855,5.7147575599375795,-5.690711487852612,11.729263062595518
2018-05-31,196.0786361694336,24572.5322265625,2701.4936190518465,12.38,0.76,0.14,22.49,206.84000164529553,215.18143063499815,204.42894704718339,205.78818234530362,219.5280014038086,0.04306842084835538,-0.026931579151644625,0.055191850812082166,0.04977565903872133,-0.013195318560783542,-0.0718163340889823,-0.09208031719812454,202.7563147293894,5.48829066036696,9.742415001835097,4.258654099641024,4.951863377650134,11.95916377861388,-3.293450351407419,9.595751542655588
2018-06-30,190.9442865280878,24790.108351934523,2754.3528878348216,12.38,0.76,0.14,22.49,216.11210471705385,201.11631533974096,202.01523771740142,206.08250122070314,223.89285714285714,0.009970272636822042,-0.060029727363177965,0.08140349921471907,0.01143958613206536,0.04025460438424272,-0.05791457413050355,-0.09144024642251963,203.39095415387834,13.18071289096356,5.32722345172495,5.7980007627434835,7.928079424564781,17.255593877077143,-6.119577774522779,2.9858901548644177
2018-07-31,193.461430140904,24978.231305803572,2793.643357049851,9.7,0.7,0.14,22.33,209.51565220045006,199.36428542364212,208.90143040248327,210.79499886252663,227.15904671805245,-0.03200224344446978,-0.10200224344446979,0.12566830450006733,0.01404086889615469,0.015434520040464694,0.054863467375768915,-0.15371807273911803,197.68619210379464,8.298409687064371,3.0511793893174817,7.980919116711699,8.959702566551913,17.418260866057594,-2.1371052362991665,-5.690711487852612
2018-08-31,206.84000164529553,25629.98828125,2857.8204292629075,9.7,0.7,0.14,22.37,215.18143063499815,204.42894704718339,205.78818234530362,199.65227300470525,223.82421152215255,0.025956883171554423,-0.04404311682844558,0.06997707058620845,0.002949583949112544,0.03429505621750467,0.06468114975793077,-0.1146438260671892,196.0786361694336,4.0327929430242015,-1.1656616606718069,-0.5085183192928234,-3.4750186537497356,8.211279124810101,5.48829066036696,-3.293450351407419
2018-09-30,216.11210471705385,26232.66796875,2901.5005139802633,9.7,0.7,0.14,22.37,201.11631533974096,202.01523771740142,206.08250122070314,207.8219985961914,188.8649999445135,0.06714206092739783,-0.002857939072602178,0.03863263662871802,-0.00515092905340081,0.06990248122612958,-0.014211520345197293,-0.011114085810691454,190.9442865280878,-6.938893773186014,-6.522941886160817,-4.640926295860215,-3.836021185262307,-12.607856838104373,13.18071289096356,-6.119577774522779
2018-10-31,209.51565220045006,25609.34188179348,2785.4647800611415,8.52,0.77,0.13,21.25,199.36428542364212,208.90143040248327,210.79499886252663,208.98347871199897,186.72904822939918,0.0536997020657235,-0.01630029793427651,-0.014957352387818978,0.043685209144170456,0.06748746883354412,-0.05093625031351884,-0.031467060398458535,193.461430140904,-4.845159142141716,-0.2931627262764822,0.6106210436500336,-0.254001781185277,-10.875848048455222,8.298409687064371,-2.1371052362991665
2018-11-30,215.18143063499815,25258.675316220237,2723.231422061012,8.52,0.77,0.13,20.67,204.42894704718339,205.78818234530362,199.65227300470525,219.5280014038086,176.40850067138672,0.02792317386467924,-0.042076826135320766,-0.026931579151644625,0.055191850812082166,0.04977565903872133,-0.013195318560783542,-0.0718163340889823,206.84000164529553,-4.996938423582509,-4.365269002058007,-7.216774042475003,2.019956255511339,-18.018715578380963,4.0327929430242015,5.48829066036696
2018-12-31,201.11631533974096,23805.545230263157,2567.3073858963817,126.04,0.79,0.15,19.39,202.01523771740142,206.08250122070314,207.8219985961914,223.89285714285714,184.33954620361328,-0.039715966856374574,-0.10971596685637458,-0.060029727363177965,0.08140349921471907,0.01143958613206536,0.04025460438424272,-0.05791457413050355,216.11210471705385,0.4469664115225693,2.4693102956728863,3.3342313601572764,11.325059214932567,-8.341824037392039,-6.938893773186014,13.18071289096356
2019-01-31,199.36428542364212,24157.795107886905,2607.3899972098216,126.04,0.79,0.15,19.6,208.90143040248327,210.79499886252663,208.98347871199897,227.15904671805245,188.41500022194603,-0.03284604854011597,-0.10284604854011598,-0.10200224344446979,0.12566830450006733,0.01404086889615469,0.015434520040464694,0.054863467375768915,209.51565220045006,4.783778076687636,5.733581325559212,4.824933045513345,13.941695341945245,-5.492099639827283,-4.845159142141716,8.298409687064371
2019-02-28,204.42894704718339,25605.526829769737,2754.8642064144738,126.04,0.79,0.15,20.6,205.78818234530362,199.65227300470525,219.5280014038086,223.82421152215255,209.95190502348402,-0.0009544074391231172,-0.07095440743912312,-0.04404311682844558,0.06997707058620845,0.002949583949112544,0.03429505621750467,0.06468114975793077,215.18143063499815,0.6648937529412212,-2.336593770830141,7.385966896919081,9.48753332398304,2.7016516281453526,-4.996938423582509,4.0327929430242015
2019-03-31,202.01523771740142,25722.621186755954,2803.9837937127977,126.04,0.79,0.15,20.6,206.08250122070314,207.8219985961914,223.89285714285714,188.8649999445135,216.07000078473772,-0.019443191314038155,-0.08944319131403816,-0.002857939072602178,0.03863263662871802,-0.00515092905340081,0.06990248122612958,-0.014211520345197293,201.11631533974096,2.0133449086605046,2.87441726891565,10.829687736753929,-6.50952765814812,6.957278681619783,0.4469664115225693,-6.938893773186014
2019-04-30,208.90143040248327,26401.57738095238,2903.799979073661,18.45,0.74,0.15,21.56,210.79499886252663,208.98347871199897,227.15904671805245,186.72904822939918,210.27999877929688,0.03093541032079883,-0.03906458967920118,-0.01630029793427651,-0.014957352387818978,0.043685209144170456,0.06748746883354412,-0.05093625031351884,199.36428542364212,0.9064411174184307,0.03927608794138895,8.739823504507774,-10.613801030641731,0.6599133257046461,4.783778076687636,-4.845159142141716
2019-05-31,205.78818234530362,25744.788529829544,2854.705910422585,18.45,0.74,0.15,21.15,199.65227300470525,219.5280014038086,223.82421152215255,176.40850067138672,223.64100036621093,0.01924539618659815,-0.050754603813401855,-0.042076826135320766,-0.026931579151644625,0.055191850812082166,0.04977565903872133,-0.013195318560783542,204.42894704718339,-2.9816626351762925,6.676680313668422,8.764365850020122,-14.276661244142327,8.67533685241024,0.6648937529412212,-4.996938423582509
2019-06-30,206.08250122070314,26160.10087890625,2890.165979003906,18.45,0.74,0.15,21.15,207.8219985961914,223.89285714285714,188.8649999445135,184.33954620361328,227.00181926380503,0.09890786477975011,0.028907864779750103,-0.10971596685637458,-0.060029727363177965,0.08140349921471907,0.01143958613206536,0.04025460438424272,202.01523771740142,0.8440781556825937,8.642342662116704,-8.354664357334556,-10.550607105551544,10.150943393635565,2.0133449086605046,0.4469664115225693
2019-07-31,210.79499886252663,27089.18670099432,2996.1136363636365,18.13,0.76,0.16,22.28,208.98347871199897,227.15904671805245,186.72904822939918,188.41500022194603,232.09105240671258,0.12134350755174639,0.05134350755174638,-0.10284604854011598,-0.10200224344446979,0.12566830450006733,0.01404086889615469,0.015434520040464694,208.90143040248327,-0.8593752984192324,7.763015225137246,-11.416755977603835,-10.616949529801737,10.10273187651597,0.9064411174184307,4.783778076687636
2019-08-31,199.65227300470525,26057.728071732956,2897.450450550426,18.13,0.76,0.16,22.28,219.5280014038086,223.82421152215255,176.40850067138672,209.95190502348402,240.19315860145971,0.017660298300813615,-0.05233970169918639,-0.07095440743912312,-0.04404311682844558,0.06997707058620845,0.002949583949112544,0.03429505621750467,205.78818234530362,9.955172610849726,12.10701894532282,-11.642127576864974,5.158785253867874,20.305747080474777,-2.9816626351762925,0.6648937529412212
2019-09-30,207.8219985961914,26900.21396484375,2982.156005859375,18.93,0.72,0.16,22.44,223.89285714285714,188.8649999445135,184.33954620361328,216.07000078473772,253.91391190238622,0.04578043464303372,-0.02421956535696629,-0.08944319131403816,-0.002857939072602178,0.03863263662871802,-0.00515092905340081,0.06990248122612958,206.08250122070314,7.732992010096207,-9.121747832149525,-11.299310251657097,3.9687820559230556,22.178553578321473,0.8440781556825937,2.0133449086605046
2019-10-31,208.98347871199897,26736.797724184784,2977.675197435462,18.93,0.72,0.16,22.04,227.15904671805245,186.72904822939918,188.41500022194603,210.27999877929688,268.702383858817,0.012696981638462557,-0.05730301836153745,-0.03906458967920118,-0.01630029793427651,-0.014957352387818978,0.043685209144170456,0.06748746883354412,210.79499886252663,8.69713152354082,-10.648894649355853,-9.842155282714213,0.6203935714385562,28.575897728794576,-0.8593752984192324,0.9064411174184307
2019-11-30,219.5280014038086,27797.04609375,3104.9044921875,18.93,0.72,0.16,22.04,223.82421152215255,176.40850067138672,209.95190502348402,223.64100036621093,287.08949890136716,0.07971545625797538,0.009715456257975374,-0.050754603813401855,-0.042076826135320766,-0.026931579151644625,0.055191850812082166,0.04977565903872133,199.65227300470525,1.9570214691843997,-19.64191376803278,-4.362129805349941,1.8735646186823927,30.77579947228839,9.955172610849726,-2.9816626351762925
